input_row_key,input_company_name,company_name,pointers,rank
419,RAPID7 INTERNATIONAL LIMITED,Rapid 7 EMEA Internal Moose,3,1
420,Red Hat Asia Pacific Pte Ltd,Red Bike Asia,4,1
421,RED HAT LIMITED,Red PR Limited,3,1
422,Red Hat Malaysia Sdn. Bhd.,Red Seal Malaysia,2,1
423,RELOCATION AS,Relocation,5,1
424,RETAIL FOCUS A/S,Retail Institute Scandinavia,6,1
425,REVEALCX LLC,RevealCX Inc.,2,1
426,Rezponz A/S,Rezponz A S Charging Station,7,1
427,Rhenus Warehousing Solutions Denmark A/S,Rhenus Warehousing Solutions,6,1
428,RITTAL A/S,Rittal A/S.,7,1
429,RTTD LTD,RTTD,0,1
430,BRINTH & HILLERUP A/S,Escape,7,1
431,SAGEMCOM BROADBAND SAS,Sagemcom,3,1
432,"SAILPOINT TECHNOLOGIES, INC.",SAILPOINT TECHNOLOGIES,2,1
433,SALESFORCE UK LIMITED,The Salesforce PM,3,1
434,SALESFORCE.COM SINGAPORE PTE. LTD.,LIVING OAKS,7,1
435,Salling Group Forsikring A/S,Salling Group,3,1
436,Saluran Cekap (M) Sdn. Bhd.,GNEX,5,1
437,SAMSUNG ELECTRONICS NORDIC AKTIEBOLAG,Samsung Electronics Nordic AB.,4,1
438,SANVARU TECHNOLOGY LIMITED,Sanvaru Technology,5,1
439,SAP DANMARK A/S,Invoicery,7,1
440,SAS INSTITUTE AS,Hoegheiendom,7,1
441,SAVILLE CONSULTING DANMARK A/S,Saville Consulting Danmark,4,1
442,SCHNEIDER ELECTRIC DANMARK A/S,XcelgoXcelgo,2,1
443,Scrive AB,Scrive,2,1
444,ServiceNow Nederland B.V.,ServiceNow BV.,7,1
445,SFDC IRELAND LIMITED,Salesforce,0,1
446,"SHANDONG SACRED SUN POWER SOURCES CO., LTD",Qufu Shaolin Kung Fu School,5,1
447,"SHENZHEN CENTER POWER TECH. CO., LTD.",Xingkerong,4,1
448,"Shenzhen Huaptec Co., Ltd",Shenzhen Aomiou Technology Co. Ltd.,6,1
449,"Shenzhen Sdmc Technology Co., Ltd",SDMC Technology,4,1
450,"SHENZHEN SKYWORTH DIGITAL TECHNOLOGY CO., LTD.",SKYWORTH,4,1
451,SHIELDS ENVIRONMENTAL GROUP LTD,Sapphire Steel,6,1
452,"Shuangdeng Group Co., Ltd.",Shuangdeng Group,5,1
453,Siae Microelettronica Sdn. Bhd.,Cube-Coms,3,1
454,Siae-microelettronica - S.p.a.,R.S.U. Siae Microelettronica,3,1
455,Sievo Oy,Sievo Bucharest Office,6,1
456,SIGNICAT AS,Arntzen de Besche,2,1
457,SILLEHOVED ApS,Sillehoved,7,1
458,SINGTEL GLOBAL INVESTMENT PTE. LTD.,TRIFECTA SINGAPORE,7,1
459,SiPM,School of Indian Percussion and Music,0,1
460,Skillpower Services (Thailand) Co Ltd,FIRST CLASS LOGISTICS,4,1
461,SKYCALL AS,Skycall AS,7,1
462,Smart Media4U Technology Pte. Ltd.,SmartWristTech,4,1
463,SMART TECHNOLOGIES (BD) LIMITED,Smart Technologies BD Ltd. Store Room,5,1
464,Smartly.io Holding Inc,SF Holding,3,1
465,SNOW SOFTWARE AB,SNOW SOFTWARE,2,1
466,Snow Software ApS,European Energy,7,1
467,SNOW AS,Dråpen i Havet,6,1
468,"SoftwareONE Co., Ltd.",Comparex,0,1
469,SOFTWAREONE NORWAY AS,SoftwareONE Norge AS,7,1
470,SOFTWAREONE PTE. LTD.,Software One Inc.,0,1
471,SONY MOBILE COMMUNICATIONS AB,Sony Store,7,1
472,South Pole Sweden AB,South Pole,6,1
473,Southern Cable Sdn. Bhd.,Southern Nine Sdn. Bhd.,3,1
474,Splunk Inc.,Splunk Securities Litigation,2,1
475,SPORTS STAR INTERNATIONAL (PRIVATE) LTD.,SportStar Club Industries,2,1
476,SQUARETRADE EUROPE LIMITED,Square Trade,0,1
477,SQUARETRADE LIMITED,SquareTrade,6,1
478,Starcom FZ-LLC,STARCOM MEDIA VEST GROUP FZ-LLC,3,1
479,STARSEED TECHNOLOGIES (S) PTE. LTD.,StarSeed,3,1
480,Stena Recycling Holding AB,Stena Recycling AB - Tingstad,4,1
481,STORM COMMUNICATIONS AS,Storm Communications,4,1
482,SUBEX (ASIA PACIFIC) PTE. LIMITED,Subex,0,1
483,SUBEX (UK) LIMITED,SUBEX,0,1
484,Sutera Utama Sdn. Bhd.,McDonald's Taman Sutera Utama,4,1
485,Swichtec Power Systems Sdn. Bhd.,Swichtec Power Systems,5,1
486,Syarikat Takaful Malaysia Keluarga Berhad,TAKAFUL MALAYSIA,6,1
487,"SYNIVERSE COMMUNICATIONS, LLC",Syniverse,7,1
488,Systems Limited,B2B Systems,3,1
489,Systemteknik af 2021 A/S,Aalborg Gummivarefabrik,7,1
490,T/A POL AS,iSEKK,7,1
491,TALEND SINGAPORE PTE. LTD.,Reed Tan Digital,7,1
492,Talend Sweden AB,Talend sa.,2,1
493,Talentech ApS,Talentech Denmark,7,1
494,TAMPNET AS,Tampnet AS,5,1
495,Tata Communications International Pte. Ltd.,Tamita Singapore Advisors Pte Ltd.,7,1
496,TATA COMMUNICATIONS INTERNATIONAL PTE. LTD.,TATA COMMUNICATIONS DIGO,3,1
497,"TATA CONSULTANCY SERVICES LIMITED, FILIAL AF TATA CONSULTANCY SERVICES LTD.,INDIEN",TATA SKO,4,1
498,TATA CONSULTANCY SERVICES SVERIGE AB,Tata tak,2,1
499,TCT MOBILE INTERNATIONAL LTD.,TCT Asia,4,1
500,TD SYNNEX Denmark ApS,Midtjysk Hundecenter,5,1
501,TEALIUM INC.,Tealium,7,1
502,"TEAM INTERNATIONAL SERVICES, INC.",TEAM International,5,1
503,TECH MAHINDRA (THAILAND) COMPANY LIMITED,Teachtech,2,1
504,Tech Mahindra Ict Services (Malaysia) Sdn. Bhd.,Munchkin Childcare Centre,6,1
505,Tecnotree Oyj,Tecnotree,2,1
506,TELECOM EQUIPMENT PTE LTD,ZONETEL,4,1
507,Telekom Malaysia Berhad,TM Global,6,1
508,TELENOR SHARED SERVICES DENMARK A/S,Ansigtsproteser DK,7,1
509,TELENOR ASA,Telenor,4,1
510,TELENOR BROADCAST HOLDING AS,Telenor Satellite,5,1
511,Telenor Connexion AB,Telenor,4,1
512,TELENOR D.O.O. BEOGRAD,Yettel,4,1
513,TELENOR DANMARK HOLDING A/S,CPH Raft,4,1
514,TELENOR DIGITAL AS,Telenor Objects AS,5,1
515,TELENOR FIBER AS,Telenor Towers,5,1
516,TELENOR GLOBAL SHARED SERVICES PAKISTAN (PRIVATE) LIMITED,Al Malik Security Services Pakistan Private Limited,2,1
517,TELENOR GO PTE. LTD.,Telenor Asia,4,1
518,TELENOR LDI COMMUNICATIONS (PVT.) LIMITED,Telenor Franchise Brainz Communication,2,1
519,TELENOR GLOBAL SERVICES AS,Telenor Linx,5,1
520,Telenor Magyarorszag Zrt.,Yettel Business Blog,7,1
521,TELENOR NORGE AS,Telenor Norges,5,1
522,TELENOR PAKISTAN,Telenor Pakistan,4,1
523,TELENOR PROCUREMENT COMPANY PTE. LTD.,Telenor Asia,4,1
524,TELENOR REAL ESTATE AS,Telenor Expo,5,1
525,Telenor Shared Services AS,Telenor Cloud services AS,5,1
526,TELENOR SOFTWARE LAB AS,Viken Bil Teknikk AS Mekonomen,4,1
527,TELENOR SVALBARD AS,Svalbard,2,1
528,TELETEAMET A/S,RC Model Truck Fyn,6,1
529,Teliti Teknik Sdn Bhd,TELITI TEKNIK,3,1
530,Textilia Group A/S,Textilia Group A S Skovlunde - Restauration & Catering,3,1
531,Thailife Insurance Public Company Limited,Thai Life Insurance,5,1
532,SETEC CARD A/S,SETEC,0,1
533,GEMALTO NORGE AS,Gemalto Norge AS,7,1
534,Thales DIS Sweden AB,Thales Sverige AB.,3,1
535,TIETOEVRY NORWAY AS,Negotia,5,1
536,TIETOEVRY TECH SERVICES NORWAY AS,Negotia,7,1
537,TINEX GROUP AS,TINEX Group,7,1
538,Tm Technology Services Sdn. Bhd.,Menara Language Center,5,1
539,Tongyu Communication Inc.,Tongyu Auto Parts,3,1
540,Tp Link International Ltd.,LINK Logistics International Network,5,1
541,TPM DATA ApS,Sundhed akupunktur,7,1
542,"Tradium, Erhvervsskole og - gymnasier, Randers S/I",Tradium,7,1
543,TRANSMODE SYSTEMS AB,Transmode,4,1
544,TREND MICRO (SINGAPORE) PTE. LTD.,Touch of Trend Singapore,4,1
545,Trifork A/S,Trifork Academy,7,1
546,True Move H Universal Communication Co Ltd,Universal Technologies Thailand Co. Ltd.,3,1
547,TRUSTZONE A/S,TRUSTZONE,5,1
548,TT DOTCOM SDN. BHD.,MPCN,3,1
549,TT-NETVAERKET P/S,TT Network,7,1
550,TUTELA TECHNOLOGIES LTD.,Tutela,7,1
551,TXO SYSTEMS LTD,TXO Systems,7,1
552,UIPATH SRL,UiPath Foundation,4,1
553,Unit Trust Of Pakistan,M.H. Ghanchi International,5,1
554,"UNITED INFORMATION HIGHWAY CO., LTD.",UIH,3,1
555,Ur Consult ApS,Roested,6,1
556,UTEL AS,Utel AS,7,1
557,VANTIVA TECHNOLOGIES,Vantiva,3,1
558,Vertiv (Malaysia) Sdn. Bhd.,VERTIV,0,1
559,"VERTIV (THAILAND) CO., LTD.",Vertiv,0,1
560,Vertiv Energy Private Limited,VERTIV CHAKAN PLANT,3,1
561,VERTIV (SINGAPORE) PTE. LTD.,2nd phase design,3,1
562,Viaplay Group AB (publ),Viaplay,4,1
563,VIRTUAL WORLD (PVT.) LIMITED,TRACKING WORLD,2,1
564,MV-NORDIC A/S,Vidensportal,6,1
565,VOXOGO ApS,Hintly,7,1
566,WATCHDATA TECHNOLOGIES PTE LTD,Watchdata,7,1
567,WATEEN SOLUTIONS (PVT.) LIMITED,Multi-Task Solution,4,1
568,Waystream AB,Waystream,3,1
569,WIDEROE AS,Widerøes Flyveselskap,7,1
570,Wilke Markedsanalyse A/S,Wilke A S Aarhus,3,1
571,WIPRO LIMITED,Wipro Limited,3,1
572,WIPRO LIMITED (SINGAPORE BRANCH),Singapore Hongjian International Management College,4,1
573,Wire & Wireless Co Ltd,Wire & Wireless,2,1
574,WOODLANDS TRANSPORT SOLUTIONS PTE. LTD.,Woodlands Transport,2,1
575,WORKDAY LIMITED,Better workday,4,1
576,WTW REAL ESTATE SDN. BHD.,CBRE WTW,4,1
577,XIT SOFTWARE ApS,xIT Software,5,1
578,Yangtze Optical Fibre And Cable Joint Stock Ltd.,Yangtze Optical Fibre and Cable Joint Stock,5,1
579,YINDA TECHNOLOGY (THAILAND) COMPANY LIMITED,Kingtent Technology,2,1
580,ZALARIS HR SERVICES DANMARK A/S,NordicLux,6,1
581,Zalaris HR Services Finland Oy,Music Aggregation Services Finland Oy.,2,1
582,ZALARIS HR SERVICES NORWAY AS,Mortenlaks,5,1
583,Zalaris HR Services Sverige AB,Zalaris,4,1
584,ZENDATA ApS,Zendata,3,1
585,ZHONGXING TELECOM PAKISTAN (PRIVATE) LIMITED,ZTE Zhongxing Telecom Pakistan Pvt Ltd.,2,1
586,ZIFF DAVIS IRELAND LIMITED,Ziff Davis,0,1
587,Zte (Malaysia) Corporation Sdn. Bhd.,Malik Streams,4,1
588,Zte (Thailand) Co Ltd,ZTE Thailand,3,1
589,Zte Corporation,ZTE,4,1
590,Z.T.E. CORPORATION BANGLADESH LTD.,ZTE Corporation Bangladesh Limited,4,1
591,ZTE NORWAY AS,Polypure,7,1
